True_index,Predicted_Sales
119567,5933.22
119585,5047.1
119587,8043.06
119598,0.0
119600,0.0
119617,6241.72
119635,6134.34
119653,7347.46
119654,6097.7
119668,7047.18
119674,6526.14
119721,0.0
119729,6236.86
119735,4841.32
119738,0.0
119755,6972.12
119756,6784.02
119759,1847.66
119763,8056.38
119766,4692.38
119819,5828.52
119820,10767.42
119823,6920.12
119830,0.0
119833,4940.8
119838,7071.2
119843,6373.22
119845,0.0
119849,5575.5
119850,4457.64
119853,10275.72
119871,2343.9
119872,3298.02
119878,3234.7
119883,5775.42
119885,8044.12
119888,6626.9
119964,10604.94
119967,0.0
119981,11613.84
119985,6038.94
120000,5153.2
120003,5739.22
120005,15919.46
120007,0.0
120015,0.0
120024,0.0
120029,9347.5
120033,5224.1
120038,6723.76
120049,7424.52
120050,0.0
120059,7286.12
120082,6928.64
120107,0.0
120115,4184.8
120127,5645.78
120139,4367.78
120147,0.0
120162,0.0
120176,6794.9
120179,6652.4
120184,8447.76
120209,9282.42
120212,5736.76
120219,14079.48
120241,10691.12
120249,3597.58
120251,7087.0
120252,4638.42
120256,3421.9
120262,8725.18
120265,14996.6
120266,6717.46
120267,3618.34
120270,9021.88
120272,6295.12
120282,10004.68
120328,6239.9
120349,10432.44
120350,6373.98
120371,4274.08
120375,4042.46
120398,6783.74
120406,8200.18
120410,3487.12
120442,6226.66
120463,11071.16
120464,4137.34
120468,6797.32
120486,8549.3
120489,5652.46
120495,0.0
120514,7812.68
120519,4505.42
120522,8701.98
120536,2616.96
120547,6617.68
120549,6502.5
120560,5249.76
120572,4644.0
120587,4473.4
120588,10414.62
120599,0.0
120622,6294.9
120626,0.0
120630,6856.62
120650,5114.14
120661,0.0
120666,7022.52
120668,5561.8
120672,5325.92
120674,9725.56
120696,6360.88
120701,11527.52
120707,6650.16
120710,7167.0
120725,8223.64
120740,5514.56
120749,4962.6
120757,0.0
120770,5545.06
120782,5601.18
120809,0.0
120821,0.0
120822,5428.94
120826,5245.64
120828,14698.14
120834,7321.82
120838,3819.98
120849,7740.78
120870,5318.22
120873,5904.62
120887,2080.9
120890,20322.78
120905,22036.84
120910,10583.2
120912,6716.32
120939,6164.28
120953,7614.56
120977,14129.02
120979,9469.8
120980,9039.28
120984,0.0
121005,8065.7
121014,7474.3
121015,8534.9
121018,13746.14
121022,7058.82
121058,5710.7
121059,0.0
121067,17845.62
121075,11007.34
121081,2982.56
121094,8825.28
121106,0.0
121108,7040.86
121118,4468.32
121120,9776.02
121122,5865.42
121128,9372.2
121129,2438.98
121134,12924.18
121137,4034.2
121155,3312.1
121175,0.0
121177,4394.88
121223,0.0
121228,0.0
121237,5146.48
121240,5467.92
121250,4374.28
121254,8691.94
121255,2539.56
121259,0.0
121268,3455.54
121283,0.0
121305,6297.76
121337,17138.78
121338,4840.32
121346,14094.06
121347,0.0
121355,7657.96
121379,7405.34
121388,0.0
121391,7781.92
121404,0.0
121407,12231.7
121412,4522.94
121421,5013.84
121422,4400.12
121429,23880.96
121435,9565.86
121436,6729.88
121442,3695.7
121445,0.0
121451,9767.36
121452,0.0
121455,4990.22
121501,7230.46
121502,7529.26
121507,4055.42
121520,5291.74
121525,4535.94
121537,0.0
121541,3974.7
121544,10835.34
121553,8290.5
121557,5606.06
121565,16592.78
121572,9746.78
121582,7385.48
121591,8797.52
121592,9234.76
121609,0.0
121614,8810.92
121621,5747.74
121629,4498.72
121644,5434.12
121649,7034.56
121650,0.0
121670,3681.46
121705,5577.4
121707,3014.24
121724,6183.38
121753,7164.84
121759,0.0
121760,6609.14
121765,4126.74
121766,8844.04
121767,4709.9
121776,0.0
121789,6223.24
121791,11064.8
121794,6243.2
121800,10718.52
121812,7355.8
121819,4063.42
121827,9330.14
121833,5009.66
121855,5171.2
121860,7725.38
121881,5847.18
121910,6814.78
121913,13241.7
121916,7762.46
121921,6297.92
121925,4409.7
121931,0.0
121953,4199.02
121977,6553.3
121987,9875.34
121995,5840.42
122067,8122.22
122070,7208.0
122084,4362.96
122092,0.0
122105,6081.66
122127,9796.96
122132,2478.68
122146,14636.76
122147,9974.1
122150,5882.72
122153,0.0
122157,5649.06
122159,8890.9
122172,5697.02
122183,6950.84
122185,6230.84
122188,0.0
122190,0.0
122211,6141.24
122216,5867.48
122219,6194.26
122223,10550.78
122231,7492.66
122239,8133.02
122260,5770.68
122286,5564.58
122292,5812.98
122294,7795.52
122312,5242.88
122319,0.0
122324,5379.52
122340,12281.98
122347,11187.64
122382,6590.2
122403,10528.06
122412,6659.6
122421,6130.3
122425,8913.36
122428,7398.92
122438,5054.66
122444,2598.8
122464,0.0
122470,9329.24
122475,5239.12
122480,7187.62
122502,6368.78
122516,8271.4
122525,8507.12
122540,7010.88
122545,5751.74
122547,5727.9
122572,8551.62
122576,9244.16
122578,0.0
122580,4533.56
122584,0.0
122587,6905.3
122592,6549.44
122593,10069.5
122596,0.0
122597,8719.48
122613,9927.32
122620,12089.68
122628,6171.2
122657,0.0
122664,2348.6
122691,7319.7
122713,0.0
122720,7848.98
122743,5295.0
122747,5024.68
122756,8023.4
122764,8307.6
122767,3389.1
122790,3717.48
122800,0.0
122804,8606.46
122830,4821.98
122839,0.0
122841,10103.68
122858,3258.16
122860,9120.82
122861,5564.54
122865,9790.08
122871,9183.46
122900,0.0
122911,7046.6
122934,5383.96
122944,10622.96
122945,8790.48
122948,5938.08
122972,8597.32
122978,7525.16
123000,7570.34
123003,0.0
123031,6537.14
123037,5531.76
123038,9504.1
123043,4681.66
123059,16839.2
123065,11964.52
123066,0.0
123071,5751.22
123072,15362.08
123085,10656.64
123093,0.0
123105,15463.22
123115,8599.56
123119,5736.96
123129,11022.3
123136,5242.5
123152,4109.76
123166,6215.0
123171,10741.62
123178,0.0
123184,4330.44
123187,9143.16
123205,8206.64
123209,0.0
123211,0.0
123216,4597.02
123229,0.0
123243,0.0
123259,6976.68
123264,4021.56
123273,4206.02
123281,0.0
123285,4123.82
123305,0.0
123307,9513.96
123309,0.0
123314,6846.18
123318,8051.04
123332,0.0
123354,2875.56
123357,1898.5
123362,6335.9
123393,4860.62
123400,5791.18
123413,6182.8
123427,5795.64
123429,8375.1
123434,6310.6
123449,0.0
123462,6571.32
123468,3236.36
123471,0.0
123505,6882.64
123532,4178.98
123534,0.0
123544,6133.54
123558,5230.78
123560,0.0
123562,5151.62
123574,4056.72
123591,7283.32
123593,7538.84
123609,7753.78
123616,3945.48
123619,2536.8
123620,6011.86
123680,6564.54
123694,5014.86
123695,4591.26
123708,6835.96
123709,9809.74
123711,6928.68
123718,0.0
123721,4674.08
123722,5911.22
123748,12059.58
123761,0.0
123766,6839.88
123767,7798.28
123768,6684.88
123772,2261.22
123776,6184.48
123792,0.0
123801,6991.06
123803,8713.5
123805,4486.3
123808,6016.34
123813,4498.68
123816,4130.22
123817,5041.48
123819,0.0
123839,5811.36
123842,14571.8
123844,10582.52
123845,0.0
123852,8491.92
123861,7684.36
123862,6480.82
123873,0.0
123895,6483.2
123903,7373.66
123927,7078.84
123936,11489.66
123947,7743.56
123967,7849.64
123974,4418.96
123985,0.0
124000,17216.84
124008,6382.14
124011,7790.24
124013,5806.5
124019,5621.12
124020,6634.92
124042,10111.92
124064,0.0
124065,7823.88
124071,6454.94
124074,6748.12
124101,6140.68
124109,0.0
124122,8500.16
124125,3701.38
124152,10732.62
124163,7724.74
124172,5969.08
124177,5455.68
124189,4138.46
124200,10229.2
124212,0.0
124238,4151.32
124242,5022.34
124243,4817.24
124251,8317.64
124254,0.0
124260,3166.48
124264,5128.62
124296,6059.44
124312,5450.76
124333,8482.58
124340,6081.04
124342,6460.02
124343,11227.26
124346,0.0
124348,15812.1
124351,6320.38
124361,8800.0
124364,6594.84
124365,3598.04
124366,10613.46
124368,6342.4
124387,6287.72
124392,10071.24
124417,0.0
124427,10971.8
124463,9055.84
124473,0.0
124488,5009.22
124497,6613.1
124506,3822.86
124522,2078.62
124537,12376.12
124540,9208.84
124550,11362.3
124557,8809.76
124577,11218.1
124579,10982.06
124584,5529.32
124587,5395.64
124596,5567.8
124603,5365.58
124623,7024.52
124625,11191.02
124627,3897.5
124640,2968.12
124643,8861.3
124667,4987.32
124669,5492.98
124670,9338.6
124681,6040.02
124689,6883.56
124700,0.0
124706,8747.38
124714,8247.74
124718,7452.6
124733,0.0
124738,7279.54
124744,5536.2
124745,7459.62
124766,4171.34
124793,9599.64
124800,5542.62
124805,0.0
124831,6996.62
124854,6046.04
124892,9090.64
124895,11365.56
124900,6453.04
124908,7396.68
124914,3259.64
124920,10162.42
124922,3936.4
124927,10315.6
124934,3316.96
124936,4417.72
124945,0.0
124951,12036.36
124954,6743.28
124958,11557.88
124960,0.0
124962,6761.2
124964,6407.34
124971,6520.76
124977,10451.44
124979,11569.22
124989,4835.4
125009,6016.08
125012,10716.94
125036,0.0
125037,6552.36
125045,12772.06
125085,8188.66
125120,6501.72
125121,0.0
125122,7322.86
125124,11464.3
125187,4438.28
125193,12972.66
125202,25437.5
125216,6683.96
125232,0.0
125242,0.0
125243,7623.84
125276,4635.52
125279,7150.4
125281,5920.88
125291,4118.54
125303,14741.98
125306,4034.76
125313,5458.62
125330,0.0
125332,5885.36
125333,0.0
125344,7951.2
125347,0.0
125354,12522.18
125365,6529.56
125369,8156.4
125371,7575.02
125381,8501.82
125388,6658.66
125392,0.0
125393,0.0
125398,11321.24
125409,7927.94
125419,6417.26
125422,11044.2
125428,9806.34
125433,4065.76
125434,7127.22
125445,10109.3
125448,5600.26
125449,7968.52
125450,7143.16
125454,5407.12
125456,7669.84
125472,4907.12
125473,7887.84
125480,0.0
125483,0.0
125493,3558.46
125515,6250.4
125517,6296.86
125518,7423.78
125529,5978.84
125542,6632.28
125545,0.0
125561,6850.8
125573,9392.32
125596,6508.94
125597,6952.46
125602,5349.56
125607,7787.76
125615,6430.52
125627,12759.44
125633,0.0
125643,4450.4
125645,3708.3
125653,0.0
125663,4801.74
125669,0.0
125674,3442.88
125690,7373.26
125691,6416.86
125701,4233.6
125704,5368.84
125706,10886.48
125707,10032.76
125712,9155.02
125722,5843.32
125739,7545.56
125745,4287.7
125750,0.0
125753,7059.92
125754,4613.96
125770,4874.38
125775,8904.74
125792,9015.18
125798,7301.86
125800,3345.5
125811,6359.98
125812,10748.32
125829,5252.74
125831,6189.14
125837,4168.54
125839,6490.18
125844,3779.48
125854,11325.56
125862,8660.32
125864,2781.8
125877,4798.68
125879,2903.6
125929,11413.62
125941,10627.38
125960,15024.38
125976,13185.42
126008,6550.16
126011,5041.34
126012,8315.4
126027,12709.68
126034,3658.74
126073,2292.24
126086,6781.56
126105,6351.92
126117,5133.16
126123,11898.58
126126,6982.78
126133,5225.1
126152,0.0
126177,4916.64
126179,8702.52
126199,10176.62
126211,7059.34
126219,5995.86
126220,7479.76
126232,0.0
126246,3762.72
126251,0.0
126254,0.0
126265,0.0
126266,4162.0
126267,2862.48
126287,7155.14
126294,4145.54
126301,7825.68
126312,6227.1
126322,10022.62
126328,9119.68
126337,0.0
126341,8213.16
126352,0.0
126356,3459.34
126369,14219.04
126370,6386.38
126380,5969.28
126382,0.0
126389,0.0
126395,4891.12
126400,0.0
126403,10283.14
126418,11162.42
126438,5090.54
126466,4653.78
126477,8985.94
126480,4692.2
126501,3995.54
126512,7846.1
126525,4866.76
126527,6479.32
126546,5609.08
126556,0.0
126567,0.0
126569,3820.34
126574,7186.24
126603,5744.24
126631,7319.4
126653,0.0
126661,8413.62
126664,0.0
126675,3492.36
126678,5939.72
126682,7247.88
126718,7212.7
126729,0.0
126732,6493.96
126756,0.0
126761,5721.32
126768,7167.88
126769,5514.06
126771,7550.04
126777,4998.4
126782,0.0
126789,5632.84
126791,3949.62
126794,6625.96
126818,11327.76
126828,8012.54
126834,10406.98
126837,0.0
126841,6608.92
126864,5220.48
126873,4967.2
126875,7591.52
126884,0.0
126885,9688.54
126887,7989.0
126888,5040.34
126893,12507.58
126898,6181.36
126901,4524.0
126908,8294.98
126920,6078.18
126922,8848.98
126935,4458.0
126944,7496.42
126946,0.0
126981,6813.96
126983,0.0
126989,7918.22
126996,2271.46
127002,7241.52
127025,4680.6
127030,5278.76
127057,0.0
127078,6991.3
127090,3390.12
127092,6808.04
127106,12135.92
127115,8204.28
127124,5084.28
127141,2600.96
127166,5349.3
127171,5902.82
127181,6614.2
127184,6556.6
127188,8046.44
127190,7898.48
127191,5033.34
127194,0.0
127200,11432.36
127212,8048.96
127216,0.0
127224,4815.34
127243,3552.18
127246,5275.04
127248,8088.92
127258,0.0
127267,0.0
127273,4951.44
127287,7102.18
127293,10447.28
127294,6089.08
127330,2510.84
127345,6765.74
127371,7605.34
127377,5904.14
127382,9778.58
127390,4637.3
127396,12714.84
127400,6090.84
127407,4795.26
127410,9447.76
127422,8085.12
127439,13373.78
127450,6181.36
127460,5391.54
127470,3010.2
127476,5959.88
127477,4861.0
127486,9506.14
127490,4861.36
127506,11052.42
127512,0.0
127514,0.0
127534,6336.8
127535,5031.14
127539,4810.56
127542,0.0
127545,12051.94
127552,6245.5
127564,4775.64
127600,5068.52
127612,3219.54
127638,7137.92
127641,7886.78
127642,4557.14
127653,13289.94
127681,5145.94
127688,4596.8
127691,2200.84
127693,10046.18
127695,13310.48
127697,3563.18
127721,1982.86
127722,8577.58
127724,15077.2
127738,6046.5
127746,11217.3
127751,3531.3
127754,5074.7
127763,0.0
127779,0.0
127780,4446.82
127783,5054.54
127790,6403.44
127796,6099.1
127799,5713.22
127803,0.0
127805,0.0
127807,5767.2
127818,0.0
127841,0.0
127849,0.0
127869,5109.58
127872,3394.24
127874,11993.68
127879,4087.64
127881,6572.5
127897,7621.28
127911,7615.48
127912,0.0
127915,0.0
127937,8413.86
127960,8651.32
127978,9485.06
128006,4026.7
128066,9207.08
128076,3578.68
128087,8557.16
128089,8184.62
128105,0.0
128107,6968.26
128114,4703.5
128120,8281.66
128132,11707.82
128134,9836.38
128147,3821.38
128162,4367.96
128165,3923.24
128166,13029.32
128167,6678.44
128170,4528.7
128173,19146.26
128174,1836.66
128175,9687.56
128186,5313.28
128192,5819.54
128195,3611.94
128196,5666.9
128203,0.0
128206,6908.3
128209,12289.68
128215,6025.58
128226,7543.52
128232,0.0
128236,4843.16
128237,5039.82
128275,6173.98
128287,5945.8
128292,5878.8
128297,6468.52
128302,0.0
128305,4776.0
128319,6938.44
128325,9876.26
128332,5207.38
128346,10460.04
128349,0.0
128354,0.0
128355,5441.0
128357,18946.62
128369,9747.84
128373,6431.84
128399,6215.78
128415,0.0
128440,16768.98
128445,4408.36
128447,8288.4
128454,4035.68
128459,6581.98
128467,6056.56
128474,4237.12
128475,4547.74
128479,3028.02
128481,6038.56
128482,6954.82
128499,4509.02
128512,6059.98
128544,0.0
128557,7703.52
128560,6838.26
128565,0.0
128570,0.0
128572,5719.9
128596,4616.16
128601,0.0
128609,6365.56
128612,9183.48
128618,6279.88
128622,9686.64
128630,5004.9
128638,7649.36
128648,10309.08
128653,0.0
128672,5593.14
128673,6294.08
128676,7554.6
128692,7895.72
128702,0.0
128706,12154.6
128719,3420.66
128726,11893.84
128728,5403.56
128739,4346.2
128744,4683.52
128806,2043.26
128817,9565.58
128858,0.0
128871,9636.18
128873,7433.96
128876,7671.14
128899,0.0
128906,5064.52
128908,7958.9
128909,6743.46
128920,1955.96
128921,4807.1
128922,5852.2
128935,12103.06
128942,5451.44
128945,8284.46
128950,5300.82
128952,7794.32
128959,7299.08
128963,4993.18
128967,8194.36
128971,4465.26
128990,0.0
129001,9024.84
129004,7555.18
129011,0.0
129017,7889.94
129034,5803.36
129038,3341.38
129043,4999.02
129071,6090.88
129076,9032.0
129098,0.0
129102,7050.04
129111,5392.86
129120,4231.52
129135,5694.08
129163,26053.72
129205,0.0
129217,4557.46
129225,1901.96
129228,0.0
129265,1881.34
129269,5986.46
129273,5659.76
129282,0.0
129304,0.0
129306,4210.34
129359,6255.84
129371,14306.1
129373,15484.22
129383,6067.9
129385,4642.92
129411,6567.74
129423,7243.82
129430,9343.14
129432,4684.48
129436,4767.64
129443,7520.12
129455,7096.16
129472,10617.7
129477,8272.06
129479,0.0
129485,5831.3
129490,7364.56
129510,9327.14
129512,10274.86
129522,0.0
129534,7943.38
129542,3949.0
129544,12843.18
129545,0.0
129568,8494.04
129588,4739.2
129597,0.0
129608,6009.12
129618,7048.62
129641,8066.9
129644,6904.66
129653,5233.12
129654,4062.82
129659,8935.68
129660,0.0
129662,12867.84
129673,6149.04
129676,7728.1
129677,0.0
129688,3599.6
129693,6181.08
129694,9015.42
129709,9049.1
129720,5499.26
129745,9287.34
129747,5866.82
129751,8190.46
129755,5218.26
129758,0.0
129762,4138.32
129779,6661.78
129783,3947.38
129784,5572.6
129786,8898.2
129788,7207.0
129789,4154.6
129814,0.0
129827,5749.02
129846,3514.22
129852,5580.5
129855,6315.42
129868,3438.26
129880,4987.22
129882,6407.36
129888,8104.1
129890,3007.78
129906,5744.82
129915,7955.14
129917,6501.0
129932,3276.72
129936,7063.24
129944,4826.52
129955,6496.3
129975,0.0
129995,0.0
130002,5002.6
130003,4874.34
130015,9722.52
130016,4599.42
130022,12754.48
130058,3061.34
130062,0.0
130065,0.0
130075,5137.82
130076,7956.56
130092,4913.28
130099,9197.34
130113,8600.2
130138,0.0
130152,4320.98
130155,6100.1
130156,0.0
130166,8783.66
130179,7742.1
130192,8122.2
130193,9068.4
130194,4359.8
130197,5488.62
130213,9916.32
130218,3788.1
130224,4812.5
130228,8364.98
130235,4767.2
130242,4004.72
130254,8535.72
130273,6116.72
130278,14114.0
130291,6356.42
130294,9246.74
130304,6943.22
130307,6081.06
130310,12450.52
130323,0.0
130325,5081.88
130328,17908.3
130331,10715.96
130350,5005.08
130356,0.0
130372,7774.94
130373,0.0
130400,7042.28
130412,0.0
130413,5650.68
130419,9063.58
130433,5327.04
130448,2834.96
130453,5751.6
130489,6709.12
130494,6071.8
130496,8303.7
130505,7400.16
130511,3723.16
130512,5180.74
130515,0.0
130543,8459.32
130559,7028.22
130564,0.0
130568,5930.32
130569,3083.38
130571,6211.34
130582,2679.76
130608,5266.9
130614,4406.74
130623,10147.2
130632,0.0
130635,0.0
130647,4964.86
130651,7440.24
130672,8493.92
130679,0.0
130691,3050.26
130695,3242.36
130704,5301.0
130717,6229.12
130719,5772.78
130720,11364.48
130725,4454.9
130768,3239.08
130780,3246.84
130782,0.0
130788,2021.62
130792,8912.1
130797,6771.2
130799,6980.82
130804,4449.2
130811,6280.32
130812,4589.42
130815,9453.9
130816,7506.64
130820,9880.76
130825,0.0
130833,7792.52
130834,5998.86
130835,19261.48
130840,4126.9
130843,3635.54
130849,0.0
130856,7002.48
130868,12885.66
130873,8770.76
130879,4599.4
130881,4659.68
130900,9331.62
130905,11900.16
130932,6574.0
130948,0.0
130979,6035.46
130982,3461.08
130991,3677.96
130997,7240.86
131006,6560.68
131029,12300.52
131040,8447.52
131059,7465.2
131060,3269.6
131064,18954.92
131066,5022.32
131068,2749.44
131091,0.0
131092,6817.94
131097,6494.42
131111,5132.16
131137,5371.8
131146,6134.12
131152,4441.98
131153,0.0
131154,6204.04
131159,4457.0
131161,10728.68
131163,7028.24
131178,0.0
131189,10915.72
131191,4502.4
131195,11811.94
131198,8369.2
131199,0.0
131201,7857.42
131202,5770.82
131210,9056.42
131212,3311.48
131216,9721.98
131226,7328.0
131236,1958.46
131245,6531.3
131257,0.0
131258,0.0
131264,0.0
131266,5147.58
131298,8130.62
131330,5669.74
131332,4972.36
131338,0.0
131340,5447.16
131367,8848.92
131387,5038.42
131393,4036.54
131402,10450.74
131403,7428.06
131440,10115.98
131460,0.0
131463,0.0
131464,6714.94
131473,5682.52
131481,11559.08
131501,5203.98
131512,0.0
131516,0.0
131520,4719.12
131524,5890.66
131536,8299.48
131547,5765.36
131558,7844.18
131565,10484.8
131569,6925.04
131583,3717.2
131607,6203.38
131612,4149.82
131631,4687.06
131670,1916.28
131675,0.0
131685,7213.68
131694,12783.56
131701,10252.94
131714,8055.8
131725,2724.96
131727,7905.82
131730,5960.74
131732,0.0
131745,6429.88
131781,5406.0
131806,0.0
131823,0.0
131848,6286.5
131872,3562.34
131878,7959.8
131892,4068.96
131917,5846.62
131925,3921.12
131926,22102.38
131932,0.0
131943,0.0
131964,8291.18
131967,11061.92
131968,0.0
131976,6749.28
131987,10721.0
131988,9296.76
132008,4930.08
132032,7318.06
132051,10944.48
132055,8737.94
132069,9928.04
132079,10220.12
132083,6594.54
132084,10178.3
132106,3598.74
132107,8957.92
132119,5351.28
132130,0.0
132131,0.0
132132,7353.66
132139,0.0
132141,0.0
132142,6442.44
132148,0.0
132170,0.0
132181,4017.46
132186,18509.96
132190,14132.18
132191,11181.94
132192,0.0
132196,4108.08
132236,4000.56
132249,6860.16
132250,7389.5
132253,7633.46
132261,7981.04
132264,8369.54
132267,6289.14
132269,5923.54
132278,6278.24
132315,1779.3
132318,7631.48
132331,11063.92
132335,0.0
132338,0.0
132353,5892.7
132413,4656.68
132417,5245.86
132424,6553.62
132429,7272.46
132444,12015.06
132457,7707.62
132460,3815.38
132467,13161.94
132470,9308.32
132477,4392.22
132488,5550.12
132494,5614.12
132507,3607.72
132521,5984.9
132528,5015.42
132539,6106.3
132540,9211.78
132555,7697.62
132564,0.0
132568,6970.9
132591,16510.1
132609,5107.18
132613,5458.42
132623,4892.88
132629,7583.1
132630,8448.96
132634,5822.72
132638,0.0
132653,6329.1
132654,4592.62
132655,9271.64
132666,7509.44
132672,12135.88
132682,6598.88
132698,0.0
132705,6313.36
132706,5322.54
132718,4207.74
132735,3455.28
132750,6495.16
132754,0.0
132757,5276.46
132758,0.0
132760,8019.48
132764,6135.36
132766,11112.6
132768,8682.34
132775,6690.82
132783,7297.6
132784,7698.2
132795,0.0
132808,8162.44
132846,4585.4
132860,4909.1
132862,7412.56
132865,3572.3
132885,6363.58
132905,6981.88
132906,13823.48
132938,12539.28
132939,7528.82
132951,5090.06
132952,5124.8
132954,0.0
132971,5187.38
132977,9764.54
132989,7825.42
132997,8601.22
133000,9258.88
133002,4980.02
133026,8089.46
133068,6086.22
133070,3543.8
133073,7131.0
133088,5035.78
133089,15368.84
133106,6193.22
133119,8781.42
133127,4304.66
133137,1054.4
133146,6751.36
133147,5005.04
133149,8908.66
133154,5329.62
133161,9019.3
133165,0.0
133171,10310.5
133184,7261.88
133217,9268.06
133220,5936.64
133224,5250.5
133227,0.0
133262,0.0
133265,7530.74
133274,0.0
133294,0.0
133300,9164.42
133301,0.0
133339,5308.28
133340,5949.7
133341,4645.28
133353,7236.96
133359,7989.68
133361,9267.76
133382,4369.28
133400,4844.84
133423,4864.46
133434,7481.9
133437,4691.34
133482,5092.38
133485,6220.4
133490,8361.08
133494,0.0
133534,7722.96
133547,8193.52
133548,3484.8
133560,0.0
133575,0.0
133591,11241.64
133597,7518.42
133626,6390.36
133636,6395.84
133651,6102.56
133657,11640.5
133658,6825.3
133662,10251.72
133663,5592.6
133677,4435.28
133689,0.0
133713,4310.1
133726,8920.42
133738,4971.74
133739,6540.12
133744,3596.4
133746,6547.22
133775,2941.36
133790,3443.28
133802,9186.18
133816,7561.62
133829,4932.36
133832,0.0
133833,8787.38
133891,7802.56
133912,12848.44
133916,9026.82
133934,9734.44
133940,0.0
133942,7577.84
133945,8389.74
133990,4530.78
133999,4582.38
134006,4135.1
134023,11082.72
134026,0.0
134028,5847.08
134037,4540.98
134040,6631.14
134050,9151.2
134055,6990.76
134059,5705.12
134060,10863.08
134086,8003.3
134091,0.0
134105,6685.84
134107,4210.28
134115,8503.68
134129,5462.62
134134,0.0
134138,0.0
134141,6005.38
134152,8847.7
134195,5008.22
134201,7156.46
134204,0.0
134207,0.0
134244,3821.78
134258,6536.98
134276,6949.54
134278,9836.4
134291,4229.16
134297,0.0
134308,4080.62
134311,8895.22
134325,10346.9
134335,2866.22
134351,4824.58
134364,6812.04
134370,5770.12
134373,8687.88
134392,5353.64
134403,2851.06
134407,4250.7
134410,10218.16
134411,7288.52
134416,8145.7
134418,5246.48
134420,7076.64
134421,4380.54
134433,8040.66
134434,7228.96
134437,6171.06
134439,3249.74
134441,0.0
134443,4723.88
134444,0.0
134457,0.0
134469,12350.76
134472,6443.62
134476,4797.34
134477,6229.48
134495,9280.74
134508,11975.54
134516,0.0
134517,4201.58
134531,0.0
134538,4076.4
134541,7820.02
134552,5095.52
134563,0.0
134565,4446.92
134570,0.0
134572,2953.18
134574,6700.64
134577,12025.4
134594,4024.16
134601,0.0
134611,9174.66
134616,5693.96
134632,5518.12
134638,5222.24
134639,5848.32
134649,0.0
134651,4982.62
134672,3688.36
134698,4969.0
134712,4139.14
134714,5062.96
134732,9333.04
134735,5497.06
134738,6522.86
134744,0.0
134748,6476.12
134749,3650.36
134772,0.0
134774,7680.04
134782,5040.26
134806,6063.04
134828,11005.92
134831,6177.16
134846,8362.56
134848,13742.56
134852,0.0
134855,2147.94
134856,5905.84
134857,6026.54
134868,2694.12
134870,9120.16
134885,6341.12
134889,8112.7
134890,5460.02
134894,7092.2
134904,9343.82
134911,7944.22
134940,5466.32
134953,8662.88
134958,5783.7
134982,2922.66
134995,7445.72
135012,11243.82
135021,4555.84
135022,13014.88
135024,6590.26
135053,4497.32
135056,4432.28
135064,4767.38
135070,17419.56
135090,3194.78
135097,5551.94
135101,2749.78
135102,5434.56
135112,4599.1
135127,5038.38
135131,8084.36
135135,0.0
135137,2639.76
135147,5155.02
135156,6057.24
135180,4053.48
135209,0.0
135210,0.0
135213,4191.72
135238,4601.28
135243,3161.16
135246,0.0
135249,9817.34
135250,6056.34
135264,4493.72
135266,0.0
135285,4238.78
135292,9501.72
135293,11124.02
135294,9568.68
135296,3002.66
135302,7244.58
135306,9628.74
135307,6836.6
135308,6800.32
135356,15427.74
135360,3339.4
135363,4167.88
135369,6619.02
135377,2581.72
135383,2386.32
135387,7304.68
135389,6560.2
135400,0.0
135408,4661.86
135421,9670.82
135424,4144.92
135437,2868.44
135442,0.0
135462,5595.52
135471,11348.82
135488,5700.3
135501,4576.98
135510,6688.74
135514,0.0
135520,5804.54
135533,18021.52
135542,6739.18
135546,6621.8
135561,11929.22
135567,1937.28
135615,0.0
135623,8355.66
135624,4285.12
135627,6138.42
135638,10179.0
135655,0.0
135658,13680.48
135682,6458.0
135714,0.0
135728,10399.26
135736,5321.66
135744,3230.56
135757,4299.18
135777,5236.26
135778,10113.02
135815,0.0
135831,4502.38
135833,4196.6
135843,7143.14
135851,2384.36
135855,7671.56
135884,0.0
135887,6271.64
135893,0.0
135898,6441.22
135901,8159.12
135914,7981.0
135917,7727.44
135920,4415.0
135935,2920.04
135965,11292.92
135996,0.0
136008,6545.18
136009,10629.72
136020,8563.16
136022,0.0
136051,8491.6
136052,3767.44
136055,7244.42
136088,5869.96
136089,7751.86
136096,3444.38
136125,10177.32
136132,8506.68
136133,5127.12
136136,0.0
136149,4285.46
136154,6742.92
136162,3689.9
136203,5348.84
136210,5981.1
136264,11079.82
136265,0.0
136274,6449.2
136295,8875.44
136306,11241.7
136310,0.0
136315,5146.48
136352,7027.6
136379,6317.64
136382,8762.28
136418,0.0
136427,6946.0
136444,5099.12
136446,4433.64
136468,5155.82
136504,4664.74
136510,5451.28
136512,6871.2
136517,5554.64
136518,5937.44
136520,7266.76
136532,6845.0
136548,6312.98
136550,4970.12
136554,0.0
136560,5766.34
136571,5781.98
136583,6034.58
136586,7719.92
136602,6722.9
136606,0.0
136609,4382.04
136630,3857.2
136639,7915.92
136642,9984.0
136656,5606.24
136663,5300.74
136677,8485.8
136691,0.0
136697,7465.58
136702,9522.1
136703,6418.92
136719,5249.5
136726,21811.7
136740,10389.18
136742,18194.94
136744,0.0
136745,17378.28
136756,9519.16
136765,8411.12
136773,3851.66
136775,11488.04
