True_index,Predicted_Sales
227263,6631.12
227279,0.0
227284,5445.98
227286,7726.12
227289,0.0
227293,10802.34
227328,0.0
227332,5248.78
227342,4724.28
227358,6999.08
227365,4891.02
227371,5188.56
227378,4326.32
227381,0.0
227392,0.0
227415,3150.58
227446,0.0
227461,6277.42
227488,8228.28
227498,3548.04
227522,8059.04
227523,4394.92
227535,3848.9
227544,5832.96
227564,3670.8
227593,4314.0
227612,3088.96
227618,8853.48
227620,0.0
227636,3913.34
227638,9375.14
227650,6751.4
227657,5928.98
227681,12927.66
227686,0.0
227695,5511.5
227698,6333.34
227718,5370.42
227733,0.0
227750,0.0
227752,5124.38
227765,8265.64
227779,7096.0
227781,11454.96
227784,1378.36
227821,9371.52
227822,8610.44
227831,7269.38
227841,6323.32
227850,0.0
227858,7045.64
227859,5354.74
227882,5384.6
227894,7580.76
227910,9439.74
227914,6200.14
227929,6318.5
227935,7306.38
227950,6551.12
227955,5061.38
227968,5045.66
227979,0.0
228006,0.0
228029,8950.36
228043,4413.38
228053,5403.58
228061,4876.98
228064,3656.6
228083,8162.38
228086,4805.16
228093,4070.22
228115,6328.14
228134,7724.82
228143,8142.76
228147,0.0
228169,4887.32
228182,0.0
228189,0.0
228192,6396.36
228210,7154.56
228234,6456.5
228236,4830.94
228247,10520.1
228252,7578.92
228268,8768.44
228271,4691.72
228283,4988.22
228284,6067.82
228295,5933.38
228305,4251.18
228310,6497.64
228344,4075.86
228349,0.0
228360,5911.64
228368,6706.18
228382,8755.52
228397,6365.76
228401,0.0
228402,7067.9
228404,0.0
228409,4872.34
228427,8230.94
228430,19816.88
228437,11227.38
228438,4590.42
228449,6297.24
228455,4400.3
228461,10577.86
228464,0.0
228465,10439.24
228470,8182.9
228473,7285.66
228474,0.0
228484,5317.34
228487,4583.0
228512,3328.12
228515,6057.8
228524,7443.54
228531,4201.14
228535,3977.1
228541,1238.46
228554,0.0
228561,4565.72
228566,5426.18
228574,5589.16
228588,3573.32
228610,0.0
228611,13592.5
228613,5501.7
228632,5303.76
228640,5777.26
228643,0.0
228648,9078.78
228651,0.0
228670,8893.74
228688,14453.48
228690,0.0
228691,6806.04
228705,0.0
228715,3944.66
228720,0.0
228722,0.0
228757,0.0
228794,10955.7
228797,6346.8
228801,5486.96
228816,5904.8
228825,8303.02
228849,0.0
228860,0.0
228863,8265.68
228877,4734.78
228879,8637.46
228880,8484.96
228895,6155.62
228918,3581.36
228921,0.0
228934,6425.8
228938,4831.08
228949,3586.24
228962,3716.14
228976,7380.9
228979,0.0
228981,0.0
228984,5554.76
228995,5314.66
229000,8198.72
229004,6865.9
229015,7413.72
229020,0.0
229025,2152.7
229030,15552.98
229037,0.0
229039,0.0
229040,0.0
229041,7252.48
229044,5132.62
229046,6467.3
229060,0.0
229062,6502.74
229078,0.0
229085,5023.32
229088,7459.02
229104,6935.4
229113,5010.68
229115,4941.04
229116,5249.94
229121,12091.88
229127,2337.54
229160,3554.32
229161,10673.48
229179,11118.14
229187,7654.22
229201,10508.64
229207,6370.16
229220,10150.64
229225,0.0
229228,6009.8
229229,0.0
229232,7949.68
229247,0.0
229258,7894.52
229269,4382.52
229288,8544.16
229292,5910.1
229298,8590.42
229307,7306.42
229309,4400.14
229313,12033.08
229314,10476.04
229322,7923.0
229328,0.0
229336,8905.42
229348,0.0
229368,6763.16
229376,6732.76
229377,6774.16
229378,0.0
229395,10318.92
229397,5716.6
229421,7604.14
229427,7392.82
229434,15627.5
229436,2693.58
229437,0.0
229464,8566.68
229469,9435.36
229505,6704.04
229514,12856.86
229516,4945.5
229530,5453.28
229532,5665.22
229558,5526.86
229566,0.0
229574,3867.64
229587,6208.6
229612,7756.18
229615,2574.46
229618,5087.46
229620,8201.7
229634,6149.12
229648,3946.6
229649,4671.66
229672,7158.94
229681,4561.78
229713,5196.94
229714,8730.72
229719,9513.48
229726,6729.5
229737,3785.34
229743,17632.4
229746,4281.74
229797,4759.22
229811,5138.82
229820,5502.22
229825,3388.14
229842,5835.3
229857,6278.62
229860,8131.9
229878,8723.94
229880,2254.78
229883,10121.78
229887,6692.22
229897,0.0
229902,0.0
229903,5536.56
229918,6105.52
229922,0.0
229951,0.0
229959,20113.28
229961,0.0
229974,3915.52
229999,6943.88
230000,9848.42
230017,4203.28
230025,8704.7
230054,0.0
230072,5035.08
230073,7691.1
230085,6768.62
230090,4728.14
230109,5006.02
230115,7416.38
230130,6352.16
230132,10834.14
230143,7944.02
230156,7666.82
230161,19918.94
230169,0.0
230189,11120.4
230200,4228.76
230201,5487.24
230212,6685.14
230216,0.0
230221,7117.56
230222,4235.54
230224,10912.88
230229,8964.92
230232,0.0
230242,4076.28
230267,2307.62
230290,14771.88
230294,5198.32
230295,8447.48
230298,7628.78
230303,6481.32
230308,0.0
230313,8042.86
230317,13807.08
230344,8323.24
230353,5740.16
230354,8173.24
230363,4134.78
230369,0.0
230374,4951.1
230377,4105.88
230379,4225.56
230383,4929.94
230385,12579.2
230389,5980.56
230390,6899.14
230403,12776.72
230409,0.0
230412,9643.28
230416,4718.84
230421,11087.16
230429,6122.92
230430,4743.52
230432,0.0
230436,0.0
230443,0.0
230455,2927.56
230467,10260.52
230470,5813.36
230472,8287.68
230481,23338.14
230483,0.0
230486,11223.6
230522,10590.3
230550,5947.9
230555,7768.08
230556,2727.4
230563,6524.54
230573,10855.52
230575,5564.38
230579,2773.02
230580,7337.06
230588,8914.0
230590,0.0
230610,0.0
230626,0.0
230627,6519.34
230629,11383.58
230636,2777.16
230655,9778.94
230657,6628.72
230659,0.0
230660,7124.96
230666,4754.06
230667,15270.18
230680,6436.2
230740,6433.28
230746,13235.18
230749,0.0
230759,8723.46
230775,9054.26
230779,2688.1
230786,0.0
230788,4088.36
230797,3155.46
230827,4355.34
230828,0.0
230842,2202.06
230853,6896.42
230859,0.0
230863,11932.42
230900,14978.76
230901,0.0
230904,2153.02
230911,5056.08
230932,6552.14
230938,6787.88
230939,7327.2
230958,0.0
230986,9321.98
230988,3796.8
230989,6477.92
230992,7915.62
230998,5885.52
231003,5090.42
231020,6682.44
231039,5392.62
231073,20955.08
231089,4583.44
231093,6177.86
231135,6210.72
231139,4086.5
231170,11662.78
231195,0.0
231220,8256.18
231225,3148.3
231232,9680.84
231233,5077.58
231270,9804.74
231271,6555.38
231275,6361.94
231277,6209.7
231280,5983.44
231282,4745.38
231290,10095.54
231301,3886.84
231311,8671.98
231332,1949.66
231353,7267.4
231355,5201.92
231371,5302.78
231377,4364.08
231382,5501.94
231403,6603.86
231407,6747.0
231410,6389.26
231412,6051.64
231418,6288.64
231422,5935.04
231425,11836.8
231468,5862.36
231481,7017.88
231494,3240.42
231502,6553.62
231506,8635.78
231547,16585.3
231565,8800.9
231568,5566.28
231576,8125.72
231584,6587.76
231603,4754.34
231609,6430.64
231610,0.0
231611,8186.76
231612,6963.76
231625,3731.86
231631,5499.4
231641,5967.1
231655,0.0
231664,5451.22
231667,4292.04
231676,10170.28
231687,5735.12
231696,3235.72
231707,3504.6
231711,6929.48
231715,11174.76
231717,6044.36
231722,9626.88
231742,7561.34
231749,4656.52
231764,4590.34
231766,7722.74
231774,16030.74
231792,6583.06
231794,5937.84
231796,6075.08
231800,5946.84
231811,5194.84
231812,6280.94
231814,6996.82
231817,8378.86
231819,6242.88
231837,10393.18
231839,6492.54
231866,3613.28
231875,3098.48
231877,7769.36
231880,12491.16
231886,0.0
231903,3555.0
231906,13961.86
231908,12981.2
231922,7466.8
231926,2586.82
231931,10779.62
231941,0.0
231955,3962.02
231958,8304.92
231969,8895.54
231977,4453.34
231978,0.0
231983,8935.66
231984,0.0
231988,5798.1
231993,9970.88
231999,5650.18
232019,3927.6
232022,7684.94
232023,5780.72
232031,6524.66
232037,10679.28
232051,6768.36
232052,5260.34
232062,3808.94
232063,7873.84
232065,7098.02
232068,10206.18
232075,0.0
232091,10334.78
232098,8770.58
232105,11227.42
232118,5217.94
232127,3426.74
232131,3818.64
232138,0.0
232177,13163.34
232184,6949.76
232206,18298.32
232218,6660.68
232228,12591.24
232239,9032.06
232240,7556.02
232251,9976.18
232290,6589.06
232300,8354.54
232334,6478.22
232339,4409.34
232346,5011.56
232356,4111.3
232358,5791.76
232360,7540.6
232373,0.0
232378,0.0
232380,4135.54
232381,0.0
232387,8313.12
232391,8080.8
232410,0.0
232411,5424.18
232416,7152.64
232429,4563.8
232432,4863.24
232445,5128.0
232451,5564.78
232459,8028.9
232461,0.0
232467,0.0
232493,5655.22
232504,0.0
232512,0.0
232533,4712.68
232535,0.0
232538,6733.86
232539,5177.38
232544,0.0
232551,6702.76
232570,7646.08
232574,12980.76
232576,10926.06
232597,0.0
232644,0.0
232662,7389.96
232665,10807.68
232666,9742.44
232675,5351.62
232683,12875.36
232691,26280.76
232697,7637.68
232729,7646.5
232730,6836.9
232737,0.0
232738,3856.92
232753,7145.38
232756,4903.54
232772,7059.94
232797,5040.7
232805,9088.36
232813,0.0
232827,1921.56
232839,8030.74
232842,2242.42
232853,2841.58
232859,3038.72
232894,8948.42
232901,8132.34
232909,4106.7
232915,6093.76
232921,12554.46
232924,6086.84
232927,8846.86
232937,0.0
232938,7853.64
232953,7705.52
232965,0.0
232966,7929.18
232984,7613.94
232993,4807.76
233006,10041.5
233052,0.0
233056,3305.32
233058,2933.22
233066,5986.76
233070,6113.98
233080,10250.06
233086,2339.4
233128,3950.56
233146,0.0
233158,5705.24
233159,5541.88
233169,0.0
233170,4566.46
233172,5584.94
233176,0.0
233177,8835.98
233188,11537.14
233199,6197.46
233203,6139.24
233219,9383.82
233222,4479.76
233223,5597.14
233228,4374.36
233242,5001.8
233245,0.0
233257,6584.3
233260,4158.62
233276,0.0
233289,6559.66
233296,8964.26
233313,4758.36
233373,14812.96
233378,6379.34
233401,9843.34
233410,0.0
233437,9096.1
233444,5197.74
233447,13099.32
233448,3004.74
233454,0.0
233459,7716.88
233475,6443.42
233507,9634.0
233508,5702.76
233510,6527.94
233522,8130.86
233535,4647.14
233538,7698.56
233544,6122.88
233547,4718.04
233569,5632.06
233570,0.0
233578,4455.14
233584,1870.16
233596,2268.48
233617,0.0
233627,2118.86
233632,0.0
233639,1443.16
233640,7671.36
233643,3511.54
233647,3499.3
233650,7384.48
233662,5673.74
233668,6672.18
233688,5297.68
233693,4808.72
233699,6723.6
233733,0.0
233736,5055.26
233757,3700.96
233760,9827.04
233770,0.0
233774,8725.74
233791,7100.02
233800,19089.08
233807,5504.72
233810,0.0
233811,7786.96
233812,5437.44
233816,6384.52
233819,14315.62
233821,7739.04
233834,4521.26
233838,12210.18
233851,0.0
233858,0.0
233860,6405.5
233865,5269.82
233875,10501.72
233876,6339.86
233883,4515.42
233889,5893.88
233894,5498.54
233908,6312.34
233913,4622.32
233948,10038.66
233952,0.0
233991,7136.68
234019,4160.88
234023,6325.74
234032,4805.0
234037,5627.18
234039,5455.22
234056,7457.14
234060,7213.6
234069,5376.46
234076,4189.58
234078,3292.3
234080,8726.86
234088,0.0
234094,2995.04
234108,0.0
234110,2319.38
234114,10433.84
234115,8911.74
234121,7465.42
234122,0.0
234136,7688.42
234146,7679.5
234148,6108.6
234156,5120.18
234163,5955.38
234164,7637.76
234186,5436.66
234199,3781.64
234208,8353.16
234235,9093.6
234267,4850.14
234268,5972.74
234270,17220.06
234275,0.0
234288,4394.2
234292,9008.78
234296,0.0
234304,6123.68
234322,10434.54
234333,3115.62
234347,6640.86
234351,8088.34
234376,0.0
234378,14612.38
234383,7461.64
234386,5140.9
234394,4035.58
234405,0.0
234409,4268.68
234427,5738.38
234450,6817.06
234460,6307.82
234462,7622.3
234486,3938.74
234489,0.0
234496,8641.6
234539,3040.54
234556,0.0
234563,4939.72
234576,5262.5
234578,3206.1
234579,2367.2
234584,0.0
234590,5553.94
234594,0.0
234608,7359.16
234610,6388.96
234611,7062.98
234629,0.0
234642,7131.44
234643,5081.24
234656,3031.02
234658,14926.12
234662,5117.78
234675,3183.98
234684,7084.12
234693,7063.94
234715,6163.86
234741,8193.64
234744,3567.4
234756,5710.64
234794,7007.18
234798,9898.88
234807,5699.68
234826,7646.34
234836,15566.2
234841,10492.12
234848,0.0
234882,6642.02
234906,11971.06
234911,6989.16
234917,5714.58
234927,6873.94
234943,5324.04
234962,6876.7
234989,6414.44
234996,4484.32
235002,0.0
235004,4769.42
235005,7918.3
235012,4974.82
235014,4096.86
235016,12528.16
235023,6266.66
235034,4525.3
235050,6217.12
235059,0.0
235074,7506.1
235079,3536.9
235091,6127.06
235106,4232.78
235125,4170.28
235133,9811.88
235135,14592.82
235137,9764.9
235141,4063.04
235145,4245.42
235150,5523.48
235158,6801.78
235159,7847.7
235161,7471.56
235185,4890.74
235205,4819.58
235216,3624.86
235234,8891.44
235241,4399.26
235258,6807.84
235261,8123.5
235278,8916.36
235292,4861.16
235326,7483.68
235338,8065.16
235340,5850.46
235341,0.0
235345,2821.48
235363,7441.16
235376,5849.08
235396,6671.3
235417,8888.76
235421,2994.9
235422,4384.7
235427,5169.26
235446,0.0
235455,0.0
235486,16171.84
235488,6019.38
235510,6996.1
235512,9886.54
235525,5280.06
235534,9368.76
235542,10404.34
235547,0.0
235553,6125.34
235567,11387.08
235573,5833.86
235589,13179.98
235605,10023.08
235617,0.0
235618,4875.02
235632,8903.18
235644,9982.24
235651,4975.28
235666,8492.48
235670,5841.48
235679,5463.92
235687,6577.3
235692,0.0
235693,3955.58
235699,7751.14
235702,4630.74
235712,7921.34
235713,5549.5
235724,6254.24
235725,6268.9
235734,9691.64
235735,13642.82
235738,5581.06
235742,5354.72
235758,4819.84
235759,6002.6
235761,6353.16
235778,5517.72
235786,12166.24
235788,7782.98
235789,8833.18
235801,4238.3
235802,11524.3
235816,4277.74
235833,4366.22
235848,0.0
235850,4555.24
235867,5874.96
235871,7787.02
235876,4346.66
235881,4585.44
235883,7391.2
235892,5143.84
235921,6613.28
235927,7135.98
235933,7481.28
235965,9074.56
235968,3633.02
235972,9410.16
235973,0.0
235974,4802.38
235988,0.0
235991,4148.4
235993,14844.5
236009,3747.72
236011,4297.32
236013,6407.2
236022,5783.3
236030,5692.26
236036,5288.38
236042,16147.22
236055,2769.4
236086,0.0
236093,8059.94
236102,5869.02
236111,4791.16
236116,5776.44
236127,12672.52
236136,0.0
236151,5620.22
236158,4303.3
236162,5942.22
236169,5215.08
236171,4360.3
236185,8658.84
236206,4790.96
236211,7988.52
236218,5249.92
236222,5148.64
236226,9938.98
236231,8554.7
236234,4712.62
236238,16402.28
236245,0.0
236292,5877.22
236307,2916.4
236331,0.0
236356,5344.38
236359,6563.24
236381,7385.32
236387,0.0
236431,3028.48
236435,5330.62
236447,8706.38
236452,9436.92
236457,6728.36
236461,9349.88
236462,0.0
236463,1924.4
236470,3527.38
236471,8243.26
236479,0.0
236480,7883.24
236488,0.0
236489,7538.86
236491,4899.88
236492,0.0
236496,0.0
236502,2583.38
236508,5876.6
236519,10838.94
236530,10299.9
236531,7424.4
236540,7070.46
236544,11930.32
236553,0.0
236567,0.0
236575,4355.74
236576,5988.74
236578,5841.32
236586,7505.66
236629,6586.08
236632,10249.44
236641,4743.6
236656,4051.34
236670,1473.1
236683,4426.9
236685,6398.18
236713,6113.58
236719,0.0
236722,6129.82
236734,20007.52
236735,7645.32
236740,10292.42
236754,3772.0
236757,20406.2
236760,11637.94
236770,6417.0
236781,6279.26
236784,0.0
236787,5789.66
236791,8095.62
236800,9780.86
236812,3557.16
236814,9831.8
236818,4114.36
236835,5546.72
236864,4987.24
236865,10915.66
236874,4463.5
236880,0.0
236884,4635.62
236891,9309.84
236899,6588.4
236909,5283.78
236924,0.0
236927,0.0
236931,6099.88
236945,7911.52
236966,6778.88
236973,5332.64
236993,2878.84
237005,10476.84
237012,0.0
237015,5196.6
237020,6752.34
237028,6166.78
237033,0.0
237035,11403.72
237037,0.0
237057,5269.82
237063,3576.28
237078,17206.78
237101,7701.86
237124,11364.78
237137,0.0
237140,0.0
237202,0.0
237203,6960.26
237212,6546.86
237215,1971.52
237226,0.0
237227,6010.06
237233,3220.48
237242,8220.1
237267,6597.0
237269,9782.64
237272,6744.08
237274,0.0
237276,2933.6
237279,6211.48
237282,0.0
237290,7738.5
237293,4986.7
237317,5391.52
237346,0.0
237347,4004.38
237349,7768.38
237363,9277.06
237365,9489.12
237387,5024.72
237401,5345.56
237406,19436.2
237432,7719.66
237440,3402.3
237443,10431.56
237470,5984.96
237506,6874.18
237534,5799.42
237539,4894.86
237540,1170.26
237550,8565.72
237553,6401.64
237566,5322.62
237581,4166.08
237583,9883.96
237586,2185.9
237594,3635.74
237597,4116.08
237617,4494.38
237618,0.0
237632,7223.38
237634,8628.3
237641,9950.02
237653,3361.52
237681,12751.52
237687,5388.0
237699,5134.8
237704,8560.64
237709,11351.82
237715,0.0
237721,3730.38
237743,10075.54
237744,5272.76
237757,6566.4
237767,2714.98
237788,5031.56
237792,3462.82
237795,4020.0
237811,2791.06
237819,7011.38
237823,13780.82
237832,12014.54
237855,0.0
237858,5781.66
237883,3225.32
237889,0.0
237894,8093.4
237921,6351.64
237923,10004.52
237939,3562.6
237941,4081.48
237969,5108.7
237972,8808.72
237974,5551.76
237975,13225.62
237988,0.0
238005,5896.52
238008,3987.62
238022,5866.76
238025,11454.92
238043,3348.58
238044,5257.52
238060,0.0
238065,6571.62
238067,7901.34
238099,5343.5
238103,0.0
238114,5901.72
238137,5848.54
238144,1030.54
238146,4462.48
238147,8921.64
238150,4164.26
238158,4392.36
238178,1481.92
238182,5440.18
238183,5931.44
238212,6261.76
238213,5919.52
238220,4046.64
238221,10848.74
238235,7193.14
238243,12254.66
238263,6534.9
238285,8593.28
238288,5349.8
238295,5071.22
238297,0.0
238301,0.0
238303,8838.3
238330,9834.36
238346,7334.12
238360,0.0
238366,8753.14
238381,5410.12
238388,5241.7
238398,6028.92
238401,4909.78
238408,6402.98
238411,6195.52
238423,0.0
238452,1460.9
238454,9635.9
238456,0.0
238464,6704.84
238489,0.0
238496,6402.88
238507,2849.6
238520,7750.34
238526,6535.66
238531,3221.26
238538,0.0
238583,12453.72
238594,6654.1
238597,4626.78
238603,7135.94
238616,4775.36
238639,14207.86
238641,4643.56
238642,0.0
238692,6537.38
238704,5501.1
238728,5553.04
238746,3448.28
238747,5116.0
238758,4761.62
238776,3619.02
238779,4920.02
238792,16517.0
238811,11869.3
238814,6296.84
238831,12976.18
238844,0.0
238866,3601.7
238876,7754.52
238890,5465.12
238913,3185.96
238919,3984.38
238941,7059.38
238947,9136.7
238957,9662.7
238970,1567.2
238978,6698.52
238984,10784.16
239029,8814.68
239030,6279.22
239038,5014.32
239040,4835.12
239042,6342.9
239054,13497.56
239055,6551.92
239061,4007.12
239072,4717.8
239077,8939.42
239083,0.0
239087,7995.24
239097,10378.68
239103,9050.42
239117,3852.62
239124,7258.96
239127,17543.64
239134,5259.36
239162,3855.62
239172,6906.14
239174,12386.58
239181,3789.3
239182,3455.64
239186,10268.08
239187,7510.22
239191,2482.18
239210,10831.64
239218,8349.38
239220,0.0
239223,6505.06
239225,5484.06
239239,0.0
239262,5511.72
239263,5757.62
239289,5929.52
239334,0.0
239338,6081.54
239339,5096.2
239367,3764.82
239379,3973.46
239380,6579.42
239387,3259.0
239390,7978.82
239396,4950.8
239399,4972.8
239401,3853.06
239411,6629.38
239438,7913.94
239442,4004.34
239466,10537.76
239467,4693.9
239468,0.0
239472,0.0
239476,5883.54
239499,3554.74
239522,0.0
239532,3819.4
239562,0.0
239567,6344.06
239571,10602.6
239573,7825.34
239575,4160.48
239584,10443.46
239593,7722.96
239596,5737.34
239637,0.0
239645,6783.9
239664,15794.32
239675,4927.32
239676,10806.68
239684,6503.7
239686,6474.4
239688,0.0
239693,3911.8
239701,2572.78
239710,9964.94
239720,0.0
239725,4608.7
239739,4450.92
239752,6030.86
239754,5604.18
239769,30045.58
239770,4082.44
239773,9605.08
239787,7022.42
239788,0.0
239799,0.0
239801,0.0
239806,8488.78
239818,7480.14
239822,7253.02
239839,4516.38
239841,7204.18
239848,4427.52
239854,15356.0
239858,7095.34
239867,5517.46
239873,0.0
239879,0.0
239889,0.0
239931,4520.64
239936,6068.38
239943,5882.34
239951,4648.8
239955,0.0
239958,4266.48
239986,8419.82
239990,5217.16
240033,4620.62
240064,3582.56
240073,6936.4
240102,0.0
240113,9794.62
240114,8599.86
240123,6056.46
240132,5460.26
240141,0.0
240142,1155.02
240148,5823.62
240159,5629.96
240163,6004.82
240170,3427.0
240191,6919.26
240192,5498.24
240196,5439.18
240219,19779.42
240244,4543.06
240254,4533.84
240255,6821.0
240260,6744.72
240265,7003.5
240297,15155.6
240310,5732.96
240318,9204.76
240329,4195.48
240334,7444.62
240339,1193.54
240344,11186.14
240359,16816.06
240386,6463.4
240395,3914.46
240411,6702.6
240445,13782.04
240456,7736.68
240461,0.0
240473,0.0
240479,6221.78
240490,1683.82
240503,0.0
240506,0.0
240523,6601.32
240530,11869.76
240533,4530.18
240540,8754.5
240566,6693.58
240568,7220.52
240583,5295.62
240584,7680.1
240607,5229.8
240623,8409.64
240630,5960.2
240632,6916.48
240656,5284.32
240662,5758.38
240663,9455.68
240669,5632.24
240678,7267.8
240691,0.0
240694,7965.82
240699,4427.22
240700,7460.16
240736,5026.92
240745,5152.08
240753,5513.76
240763,6158.02
240768,0.0
240794,4246.4
240801,6048.8
240821,7971.14
240829,6097.12
240831,5725.82
240833,4725.32
240839,14306.5
240843,5532.16
240874,8822.62
240885,4484.82
240888,7032.5
240901,0.0
240904,0.0
240914,5939.64
240923,3190.96
240926,4788.64
240927,2548.34
240928,18531.78
240931,5381.46
240946,5686.5
240968,4768.84
240970,10894.0
240984,6487.96
240987,8170.06
240993,3201.28
241015,5808.84
241016,0.0
241056,0.0
241058,5379.48
241065,0.0
241069,5112.72
241074,0.0
241112,7815.74
241114,2617.9
241129,7166.06
241131,0.0
241148,3084.48
241150,0.0
241154,0.0
241191,6093.4
241207,6391.04
241212,6751.32
241267,5388.26
241282,6507.3
241285,6263.18
241290,4431.06
241291,13527.22
241308,5038.98
241311,11340.32
241314,9499.34
241322,5646.8
241325,6915.66
241326,5483.1
241332,7457.02
241346,5500.68
241350,6262.84
241355,7273.14
241363,7461.58
241364,0.0
241371,4667.98
241383,6742.94
241387,0.0
241396,7934.5
241416,10630.3
241419,10141.74
241423,7078.0
241436,12503.4
241439,5970.88
241440,9100.38
241447,0.0
241454,0.0
241461,5868.82
241470,6180.86
241481,5979.36
241497,3437.24
241499,5848.38
241504,4268.34
241511,7433.42
241515,4992.56
241532,7001.22
241559,3872.62
241561,13356.08
241572,5720.76
241573,0.0
241591,3412.78
241592,0.0
241594,3432.22
241595,5842.88
241599,9681.14
241603,0.0
241616,6082.66
241619,1449.72
241631,5118.18
241633,4271.5
241644,4661.06
241647,10542.62
241648,5578.32
241667,11684.88
241671,16894.54
241689,4186.4
241693,6207.74
241706,7277.38
241715,0.0
241740,6257.42
241741,3229.8
241744,6717.54
241745,11030.4
241751,16530.92
241756,6373.6
241772,6974.4
241821,0.0
241830,0.0
241847,13536.82
241884,8538.6
241887,17607.5
241901,4662.78
241913,7886.82
241914,6058.78
241917,11563.7
241940,7851.52
241969,0.0
241981,9747.74
241991,0.0
242011,2686.3
242022,4413.42
242026,11549.44
242039,8092.08
242060,14022.04
242075,0.0
242076,7990.16
242091,5591.16
242099,6825.26
242104,4841.92
242106,6469.18
242123,5159.44
242132,9404.48
242136,13135.54
242137,5825.8
242140,5583.14
242143,0.0
242162,4500.56
242175,2417.58
242179,0.0
242193,4565.74
242194,10102.4
242202,7487.7
242220,3853.3
242225,4298.22
242243,0.0
242276,9118.84
242282,7825.86
242286,5799.8
242320,7278.34
242363,6942.16
242378,6633.2
242382,5673.44
242410,12705.5
242411,7395.14
242414,6400.08
242419,7487.28
242431,5085.84
242448,10065.5
242451,5158.96
242455,20269.74
242460,6246.2
242471,4536.5
242474,4348.58
242476,9008.7
242480,12499.16
242484,8391.64
242540,6364.3
242546,10045.06
242554,8344.04
242564,4874.46
242574,9932.62
242585,0.0
242601,9146.16
242609,0.0
242615,8222.5
242648,0.0
242653,3711.14
242654,9257.64
242664,8843.68
242672,9640.58
242673,6591.28
242692,7884.64
242703,6229.32
242712,9858.8
242713,9382.12
242734,0.0
242735,5568.04
242759,11226.04
242766,0.0
242781,5528.52
242789,4227.72
242797,11866.94
242798,5711.2
242801,4541.68
242803,4596.44
242810,0.0
242841,5175.16
242844,8190.6
242848,4946.24
242860,6626.14
242874,6211.1
242924,5701.1
242940,13942.3
242955,0.0
242966,7542.82
242972,0.0
242975,6745.06
242980,8423.14
243002,0.0
243004,2724.1
243024,5681.94
243035,5798.16
243044,7596.54
243045,5057.9
243047,7585.86
243068,5328.16
243070,0.0
243078,7071.04
243082,6916.46
243093,5656.34
243118,0.0
243121,5650.98
243123,4331.66
243125,9925.12
243132,9215.18
243150,4559.06
243151,7804.76
243152,11692.26
243159,0.0
243171,0.0
243176,3989.74
243197,5235.98
243200,3748.88
243204,6865.48
243207,4359.08
243209,6638.22
243214,0.0
243229,0.0
243251,5613.68
243260,7901.04
243263,3062.22
243284,7362.34
243292,10084.38
243322,3614.38
243344,4325.12
243350,7426.0
243375,7170.28
243384,0.0
243412,13936.26
243433,0.0
243435,6648.06
243439,6311.6
243440,7026.78
243448,2713.74
243457,9942.8
243459,0.0
243463,6945.76
243464,8183.8
243467,6126.28
243469,6927.38
243474,5481.24
243486,0.0
243491,5681.16
243503,0.0
243539,4116.02
243566,4548.62
243567,0.0
243570,3977.76
243596,0.0
243604,5539.74
243609,0.0
243616,0.0
243628,7931.8
243643,7170.88
243653,9109.66
243656,7004.98
243659,5588.02
243664,5163.04
243667,6728.66
243670,7286.14
243675,6747.78
243678,7073.84
243734,6051.26
243759,5993.6
243774,6419.22
243796,5717.58
243807,6648.66
243815,6198.04
243818,4952.46
243827,10187.08
243828,5407.12
243846,6707.04
243847,7638.8
243863,11253.22
243887,5771.34
243903,7541.18
243939,5348.54
243940,5738.4
243942,3510.3
243948,11940.16
243960,14182.84
243964,2278.42
243967,8554.94
243977,3420.12
243981,8121.92
243997,6540.86
244014,7585.22
244039,7956.84
244042,7112.46
244045,9192.44
244048,0.0
244056,10352.22
244067,0.0
244086,6148.68
244100,14934.5
244101,3371.22
244102,0.0
244123,8068.54
244126,4731.74
244144,9582.16
244149,4914.84
244157,4755.7
244172,6671.02
244175,6543.52
244185,9246.24
244187,7655.16
244202,7443.3
244204,6262.88
244229,12484.2
244235,0.0
244236,10226.56
244238,0.0
244244,6587.44
244255,9788.38
244268,0.0
244269,3672.9
244276,4798.36
244297,7069.24
244298,6720.12
244331,13194.24
244359,8222.36
244374,6563.3
244378,5024.46
244411,0.0
244415,4660.52
244417,5931.28
244458,3749.7
244460,0.0
244470,7252.3
244471,9745.54
244475,5948.12
244477,6814.3
244484,8791.52
244490,4921.9
244519,3242.14
244520,1649.22
244524,0.0
244528,0.0
244556,967.78
244578,4927.22
244584,8557.12
244585,2822.9
244591,8028.66
244597,7033.74
244605,4336.48
244631,3432.42
244641,6083.06
244661,0.0
244665,5712.6
244674,5491.5
244682,4711.88
244690,6508.54
244721,6627.42
244728,6122.1
244763,4487.3
244771,6295.52
244787,2555.18
244796,10876.28
244799,6341.82
244815,19555.42
244827,8808.26
244853,3320.14
244855,0.0
244885,12106.84
244886,6771.94
244893,6163.34
244919,7771.26
244929,8547.76
244934,6019.94
244951,0.0
244961,9588.64
244970,5574.32
244973,5724.96
244974,7709.98
244978,8633.78
244980,8892.8
245017,5788.2
245023,6851.9
245030,8744.78
245038,6303.46
245046,6095.26
245061,6180.58
245064,7905.5
245075,9019.4
245080,7748.5
245086,4240.92
245092,7947.6
245097,0.0
245114,7323.88
245129,2754.84
245135,5730.72
